indicator,County,Year,subgroup1,subgroup_cat1,subgroup2,subgroup_cat2,aaRate10K,count,cRate10K,dailyMean
Hospitalizations,New York State,2000-2002,"AgeGroup	",25-64,"Gender	","M	",.,14711,9.981,13.422
Hospitalizations,New York State,2000-2002,"AgeGroup	",25-64,"Total	","	",.,50347,16.545,45.937
Hospitalizations,New York State,2000-2002,"AgeGroup	","5-14	","Gender	","F	",.,7312,18.696,6.672
Hospitalizations,New York State,2000-2002,"AgeGroup	","5-14	","Gender	","M	",.,11037,26.921,10.07
Hospitalizations,New York State,2000-2002,"AgeGroup	","5-14	","Total	","	",.,18349,22.906,16.742
Hospitalizations,New York State,2000-2002,"AgeGroup	","65+	","Gender	","F	",.,13359,30.152,12.189
Hospitalizations,New York State,2000-2002,"AgeGroup	","65+	","Gender	","M	",.,5245,17.731,4.786
Hospitalizations,New York State,2000-2002,"AgeGroup	","65+	","Total	","	",.,18604,25.179,16.974
Hospitalizations,New York State,2000-2002,"Month	","01	","Total	","	",.,12760,26.279,137.204
Hospitalizations,New York State,2000-2002,"Month	","02	","Total	","	",.,10350,23.322,121.765
Hospitalizations,New York State,2000-2002,"Month	","03	","Total	","	",.,10405,21.429,111.882
Hospitalizations,New York State,2000-2002,"Month	","04	","Total	","	",.,9520,20.26,105.778
Hospitalizations,New York State,2000-2002,"Month	","05	","Total	","	",.,10400,21.419,111.828
Hospitalizations,New York State,2000-2002,"Month	","06	","Total	","	",.,7816,16.634,86.844
Hospitalizations,New York State,2000-2002,"Month	","07	","Total	","	",.,5986,12.328,64.366
Hospitalizations,New York State,2000-2002,"Month	","08	","Total	","	",.,6150,12.666,66.129
Hospitalizations,New York State,2000-2002,"Month	","09	","Total	","	",.,10287,21.892,114.3
Hospitalizations,New York State,2000-2002,"Month	","10	","Total	","	",.,12980,26.732,139.57
Hospitalizations,New York State,2000-2002,"Month	","11	","Total	","	",.,11550,24.58,128.333
Hospitalizations,New York State,2000-2002,"Month	","12	","Total	","	",.,11411,23.501,122.699
Hospitalizations,New York State,2000-2002,"Total	","	","Total	","	",21.162,119615,20.904,109.138
Hospitalizations,New York State,2000-2016,"AgeGroup	","0-4	","Gender	","F	",.,43093,43.929,6.939
Hospitalizations,New York State,2000-2016,"AgeGroup	","0-4	","Gender	","M	",.,76837,74.842,12.373
Hospitalizations,New York State,2000-2016,"AgeGroup	","0-4	","Total	","	",.,119930,59.738,19.312
Hospitalizations,New York State,2000-2016,"AgeGroup	",15-19,"Gender	","F	",.,11188,10.184,1.802
Hospitalizations,New York State,2000-2016,"AgeGroup	",15-19,"Gender	","M	",.,7701,6.685,1.24
Hospitalizations,New York State,2000-2016,"AgeGroup	",15-19,"Total	","	",.,18889,8.393,3.042
Hospitalizations,New York State,2000-2016,"AgeGroup	",20-24,"Gender	","F	",.,10630,9.242,1.712
Hospitalizations,New York State,2000-2016,"AgeGroup	",20-24,"Gender	","M	",.,5588,4.78,0.9
Hospitalizations,New York State,2000-2016,"AgeGroup	",20-24,"Total	","	",.,16218,6.993,2.612
Hospitalizations,New York State,2000-2016,"AgeGroup	",25-64,"Gender	","F	",.,183933,20.259,29.619
Hospitalizations,New York State,2000-2016,"AgeGroup	",25-64,"Gender	","M	",.,79267,9.236,12.764
Hospitalizations,New York State,2000-2016,"AgeGroup	",25-64,"Total	","	",.,263203,14.903,42.384
Hospitalizations,New York State,2000-2016,"AgeGroup	","5-14	","Gender	","F	",.,37280,18.291,6.003
Hospitalizations,New York State,2000-2016,"AgeGroup	","5-14	","Gender	","M	",.,54765,25.691,8.819
Hospitalizations,New York State,2000-2016,"AgeGroup	","5-14	","Total	","	",.,92045,22.074,14.822
Hospitalizations,New York State,2000-2016,"AgeGroup	","65+	","Gender	","F	",.,88461,33.641,14.245
Hospitalizations,New York State,2000-2016,"AgeGroup	","65+	","Gender	","M	",.,33586,18.166,5.408
Hospitalizations,New York State,2000-2016,"AgeGroup	","65+	","Total	","	",.,122047,27.252,19.653
Hospitalizations,New York State,2000-2016,"Month	","01	","Total	","	",.,60439,21.656,114.685
Hospitalizations,New York State,2000-2016,"Month	","02	","Total	","	",.,52686,20.683,109.534
Hospitalizations,New York State,2000-2016,"Month	","03	","Total	","	",.,57735,20.687,109.554
Hospitalizations,New York State,2000-2016,"Month	","04	","Total	","	",.,52735,19.525,103.402
Hospitalizations,New York State,2000-2016,"Month	","05	","Total	","	",.,58730,21.044,111.442
Hospitalizations,New York State,2000-2016,"Month	","06	","Total	","	",.,42049,15.569,82.449
Hospitalizations,New York State,2000-2016,"Month	","07	","Total	","	",.,33154,11.879,62.911
Hospitalizations,New York State,2000-2016,"Month	","08	","Total	","	",.,35992,12.896,68.296
Hospitalizations,New York State,2000-2016,"Month	","09	","Total	","	",.,57129,21.152,112.018
Hospitalizations,New York State,2000-2016,"Month	","10	","Total	","	",.,63046,22.59,119.632
Hospitalizations,New York State,2000-2016,"Month	","11	","Total	","	",.,58119,21.519,113.959
Hospitalizations,New York State,2000-2016,"Month	","12	","Total	","	",.,60518,21.684,114.835
Hospitalizations,New York State,2000-2016,"Total	","	","Total	","	",19.448,632332,19.228,101.825
Hospitalizations,New York State,"2001	","AgeGroup	","0-4	","Total	","	",.,8622,70.556,23.622
Hospitalizations,New York State,"2001	","AgeGroup	",15-19,"Total	","	",.,1284,9.898,3.518
Hospitalizations,New York State,"2001	","AgeGroup	",20-24,"Total	","	",.,1107,8.641,3.033
Hospitalizations,New York State,"2001	","AgeGroup	",25-64,"Total	","	",.,16530,16.293,45.288
Hospitalizations,New York State,"2001	","AgeGroup	","5-14	","Total	","	",.,5993,22.407,16.419
Hospitalizations,New York State,"2001	","AgeGroup	","65+	","Total	","	",.,6124,24.866,16.778
Hospitalizations,New York State,"2001	","Month	","01	","Total	","	",.,3842,23.705,123.935
Hospitalizations,New York State,"2001	","Month	","02	","Total	","	",.,3291,22.481,117.536
Hospitalizations,New York State,"2001	","Month	","03	","Total	","	",.,3751,23.144,121
Hospitalizations,New York State,"2001	","Month	","04	","Total	","	",.,3372,21.499,112.4
Hospitalizations,New York State,"2001	","Month	","05	","Total	","	",.,3796,23.421,122.452
Hospitalizations,New York State,"2001	","Month	","06	","Total	","	",.,2504,15.965,83.467
Hospitalizations,New York State,"2001	","Month	","07	","Total	","	",.,1939,11.964,62.548
Hospitalizations,New York State,"2001	","Month	","08	","Total	","	",.,2158,13.315,69.613
Hospitalizations,New York State,"2001	","Month	","09	","Total	","	",.,3098,19.752,103.267
Hospitalizations,New York State,"2001	","Month	","10	","Total	","	",.,4235,26.13,136.613
Hospitalizations,New York State,"2001	","Month	","11	","Total	","	",.,3827,24.4,127.567
Hospitalizations,New York State,"2001	","Month	","12	","Total	","	",.,3847,23.736,124.097
Hospitalizations,New York State,"2001	","Total	","	","Total	","	",21.063,39660,20.783,108.658
Hospitalizations,New York State,2001-2003,"AgeGroup	","0-4	","Gender	","F	",.,9563,53.803,8.733
Hospitalizations,New York State,2001-2003,"AgeGroup	","0-4	","Gender	","M	",.,16902,90.809,15.436
Hospitalizations,New York State,2001-2003,"AgeGroup	","0-4	","Total	","	",.,26465,72.732,24.169
Hospitalizations,New York State,2001-2003,"AgeGroup	",15-19,"Gender	","F	",.,2422,12.667,2.212
Hospitalizations,New York State,2001-2003,"AgeGroup	",15-19,"Gender	","M	",.,1659,8.21,1.515
Hospitalizations,New York State,2001-2003,"AgeGroup	",15-19,"Total	","	",.,4081,10.377,3.727
Hospitalizations,New York State,2001-2003,"AgeGroup	",20-24,"Gender	","F	",.,2284,11.857,2.086
Hospitalizations,New York State,2001-2003,"AgeGroup	",20-24,"Gender	","M	",.,1195,6.117,1.091
Hospitalizations,New York State,2001-2003,"AgeGroup	",20-24,"Total	","	",.,3479,8.967,3.177
Hospitalizations,New York State,2001-2003,"AgeGroup	",25-64,"Gender	","F	",.,36474,23.134,33.31
Hospitalizations,New York State,2001-2003,"AgeGroup	",25-64,"Gender	","M	",.,15317,10.34,13.988
Hospitalizations,New York State,2001-2003,"AgeGroup	",25-64,"Total	","	",.,51791,16.937,47.298
Hospitalizations,New York State,2001-2003,"AgeGroup	","5-14	","Gender	","F	",.,7560,19.477,6.904
Hospitalizations,New York State,2001-2003,"AgeGroup	","5-14	","Gender	","M	",.,11468,28.19,10.473
Hospitalizations,New York State,2001-2003,"AgeGroup	","5-14	","Total	","	",.,19028,23.936,17.377
Hospitalizations,New York State,2001-2003,"AgeGroup	","65+	","Gender	","F	",.,14441,32.554,13.188
Hospitalizations,New York State,2001-2003,"AgeGroup	","65+	","Gender	","M	",.,5540,18.589,5.059
Hospitalizations,New York State,2001-2003,"AgeGroup	","65+	","Total	","	",.,19981,26.942,18.247
Hospitalizations,New York State,2001-2003,"Month	","01	","Total	","	",.,12039,24.697,129.452
Hospitalizations,New York State,2001-2003,"Month	","02	","Total	","	",.,9992,22.693,118.952
Hospitalizations,New York State,2001-2003,"Month	","03	","Total	","	",.,10951,22.465,117.753
Hospitalizations,New York State,2001-2003,"Month	","04	","Total	","	",.,9984,21.164,110.933
Hospitalizations,New York State,2001-2003,"Month	","05	","Total	","	",.,11399,23.384,122.57
Hospitalizations,New York State,2001-2003,"Month	","06	","Total	","	",.,8328,17.653,92.533
Hospitalizations,New York State,2001-2003,"Month	","07	","Total	","	",.,6446,13.223,69.312
Hospitalizations,New York State,2001-2003,"Month	","08	","Total	","	",.,7367,15.112,79.215
Hospitalizations,New York State,2001-2003,"Month	","09	","Total	","	",.,10887,23.078,120.967
Hospitalizations,New York State,2001-2003,"Month	","10	","Total	","	",.,12625,25.899,135.753
Hospitalizations,New York State,2001-2003,"Month	","11	","Total	","	",.,11921,25.27,132.456
Hospitalizations,New York State,2001-2003,"Month	","12	","Total	","	",.,12886,26.434,138.559
Hospitalizations,New York State,2001-2003,"Total	","	","Total	","	",22.064,124825,21.748,113.995
Hospitalizations,New York State,"2002	","AgeGroup	","0-4	","Total	","	",.,8432,69.558,23.101
Hospitalizations,New York State,"2002	","AgeGroup	",15-19,"Total	","	",.,1296,9.883,3.551
Hospitalizations,New York State,"2002	","AgeGroup	",20-24,"Total	","	",.,1138,8.81,3.118
Hospitalizations,New York State,"2002	","AgeGroup	",25-64,"Total	","	",.,16759,16.437,45.915
Hospitalizations,New York State,"2002	","AgeGroup	","5-14	","Total	","	",.,5950,22.416,16.301
Hospitalizations,New York State,"2002	","AgeGroup	","65+	","Total	","	",.,6386,25.829,17.496
Hospitalizations,New York State,"2002	","Month	","01	","Total	","	",.,4511,27.753,145.516
Hospitalizations,New York State,"2002	","Month	","02	","Total	","	",.,3580,24.385,127.857
Hospitalizations,New York State,"2002	","Month	","03	","Total	","	",.,3420,21.041,110.323
Hospitalizations,New York State,"2002	","Month	","04	","Total	","	",.,3058,19.441,101.933
Hospitalizations,New York State,"2002	","Month	","05	","Total	","	",.,3366,20.709,108.581
Hospitalizations,New York State,"2002	","Month	","06	","Total	","	",.,2455,15.607,81.833
Hospitalizations,New York State,"2002	","Month	","07	","Total	","	",.,2086,12.834,67.29
Hospitalizations,New York State,"2002	","Month	","08	","Total	","	",.,1910,11.751,61.613
Hospitalizations,New York State,"2002	","Month	","09	","Total	","	",.,3367,21.405,112.233
Hospitalizations,New York State,"2002	","Month	","10	","Total	","	",.,4303,26.473,138.806
Hospitalizations,New York State,"2002	","Month	","11	","Total	","	",.,4001,25.436,133.367
Hospitalizations,New York State,"2002	","Month	","12	","Total	","	",.,3904,24.019,125.935
Hospitalizations,New York State,"2002	","Total	","	","Total	","	",21.176,39961,20.881,109.482
Hospitalizations,New York State,2002-2004,"AgeGroup	","0-4	","Gender	","F	",.,9537,54.031,8.702
Hospitalizations,New York State,2002-2004,"AgeGroup	","0-4	","Gender	","M	",.,16717,90.397,15.253
Hospitalizations,New York State,2002-2004,"AgeGroup	","0-4	","Total	","	",.,26254,72.638,23.954
Hospitalizations,New York State,2002-2004,"AgeGroup	",15-19,"Gender	","F	",.,2335,12.059,2.13
Hospitalizations,New York State,2002-2004,"AgeGroup	",15-19,"Gender	","M	",.,1703,8.343,1.554
Hospitalizations,New York State,2002-2004,"AgeGroup	",15-19,"Total	","	",.,4038,10.152,3.684
Hospitalizations,New York State,2002-2004,"AgeGroup	",20-24,"Gender	","F	",.,2181,11.254,1.99
Hospitalizations,New York State,2002-2004,"AgeGroup	",20-24,"Gender	","M	",.,1179,5.978,1.076
Hospitalizations,New York State,2002-2004,"AgeGroup	",20-24,"Total	","	",.,3360,8.593,3.066
Hospitalizations,New York State,2002-2004,"AgeGroup	",25-64,"Gender	","F	",.,36467,23.046,33.273
Hospitalizations,New York State,2002-2004,"AgeGroup	",25-64,"Gender	","M	",.,15523,10.438,14.163
Hospitalizations,New York State,2002-2004,"AgeGroup	",25-64,"Total	","	",.,51990,16.937,47.436
Hospitalizations,New York State,2002-2004,"AgeGroup	","5-14	","Gender	","F	",.,7753,20.233,7.074
Hospitalizations,New York State,2002-2004,"AgeGroup	","5-14	","Gender	","M	",.,11723,29.204,10.696
Hospitalizations,New York State,2002-2004,"AgeGroup	","5-14	","Total	","	",.,19476,24.822,17.77
Hospitalizations,New York State,2002-2004,"AgeGroup	","65+	","Gender	","F	",.,15622,35.191,14.254
Hospitalizations,New York State,2002-2004,"AgeGroup	","65+	","Gender	","M	",.,5750,19.151,5.246
Hospitalizations,New York State,2002-2004,"AgeGroup	","65+	","Total	","	",.,21372,28.72,19.5
Hospitalizations,New York State,2002-2004,"Month	","01	","Total	","	",.,11749,24.086,126.333
Hospitalizations,New York State,2002-2004,"Month	","02	","Total	","	",.,10073,22.594,118.506
Hospitalizations,New York State,2002-2004,"Month	","03	","Total	","	",.,11043,22.639,118.742
Hospitalizations,New York State,2002-2004,"Month	","04	","Total	","	",.,10052,21.294,111.689
Hospitalizations,New York State,2002-2004,"Month	","05	","Total	","	",.,11421,23.414,122.806
Hospitalizations,New York State,2002-2004,"Month	","06	","Total	","	",.,8571,18.157,95.233
Hospitalizations,New York State,2002-2004,"Month	","07	","Total	","	",.,6478,13.28,69.656
Hospitalizations,New York State,2002-2004,"Month	","08	","Total	","	",.,7443,15.259,80.032
Hospitalizations,New York State,2002-2004,"Month	","09	","Total	","	",.,10922,23.137,121.356
Hospitalizations,New York State,2002-2004,"Month	","10	","Total	","	",.,12606,25.843,135.548
Hospitalizations,New York State,2002-2004,"Month	","11	","Total	","	",.,12101,25.635,134.456
Hospitalizations,New York State,2002-2004,"Month	","12	","Total	","	",.,14031,28.765,150.871
Hospitalizations,New York State,2002-2004,"Total	","	","Total	","	",22.341,126490,22.004,115.411
Hospitalizations,New York State,"2003	","AgeGroup	","0-4	","Total	","	",.,9411,78.135,25.784
Hospitalizations,New York State,"2003	","AgeGroup	",15-19,"Total	","	",.,1501,11.334,4.112
Hospitalizations,New York State,"2003	","AgeGroup	",20-24,"Total	","	",.,1234,9.441,3.381
Hospitalizations,New York State,"2003	","AgeGroup	",25-64,"Total	","	",.,18502,18.071,50.69
Hospitalizations,New York State,"2003	","AgeGroup	","5-14	","Total	","	",.,7085,27.034,19.411
Hospitalizations,New York State,"2003	","AgeGroup	","65+	","Total	","	",.,7471,30.113,20.468
Hospitalizations,New York State,"2003	","Month	","01	","Total	","	",.,3686,22.632,118.903
Hospitalizations,New York State,"2003	","Month	","02	","Total	","	",.,3121,21.216,111.464
Hospitalizations,New York State,"2003	","Month	","03	","Total	","	",.,3780,23.21,121.935
Hospitalizations,New York State,"2003	","Month	","04	","Total	","	",.,3554,22.549,118.467
Hospitalizations,New York State,"2003	","Month	","05	","Total	","	",.,4237,26.016,136.677
Hospitalizations,New York State,"2003	","Month	","06	","Total	","	",.,3369,21.375,112.3
Hospitalizations,New York State,"2003	","Month	","07	","Total	","	",.,2421,14.865,78.097
Hospitalizations,New York State,"2003	","Month	","08	","Total	","	",.,3299,20.256,106.419
Hospitalizations,New York State,"2003	","Month	","09	","Total	","	",.,4422,28.057,147.4
Hospitalizations,New York State,"2003	","Month	","10	","Total	","	",.,4087,25.095,131.839
Hospitalizations,New York State,"2003	","Month	","11	","Total	","	",.,4093,25.969,136.433
Hospitalizations,New York State,"2003	","Month	","12	","Total	","	",.,5135,31.529,165.645
Hospitalizations,New York State,"2003	","Total	","	","Total	","	",23.959,45204,23.573,123.847
Hospitalizations,New York State,2003-2005,"AgeGroup	","0-4	","Gender	","F	",.,9100,52.009,8.303
Hospitalizations,New York State,2003-2005,"AgeGroup	","0-4	","Gender	","M	",.,16187,88.299,14.769
Hospitalizations,New York State,2003-2005,"AgeGroup	","0-4	","Total	","	",.,25287,70.577,23.072
Hospitalizations,New York State,2003-2005,"AgeGroup	",15-19,"Gender	","F	",.,2218,11.295,2.024
Hospitalizations,New York State,2003-2005,"AgeGroup	",15-19,"Gender	","M	",.,1719,8.316,1.568
Hospitalizations,New York State,2003-2005,"AgeGroup	",15-19,"Total	","	",.,3937,9.767,3.592
Hospitalizations,New York State,2003-2005,"AgeGroup	",20-24,"Gender	","F	",.,2077,10.669,1.895
Hospitalizations,New York State,2003-2005,"AgeGroup	",20-24,"Gender	","M	",.,1065,5.355,0.972
Hospitalizations,New York State,2003-2005,"AgeGroup	",20-24,"Total	","	",.,3142,7.984,2.867
Hospitalizations,New York State,2003-2005,"AgeGroup	",25-64,"Gender	","F	",.,35974,22.687,32.823
Hospitalizations,New York State,2003-2005,"AgeGroup	",25-64,"Gender	","M	",.,15421,10.342,14.07
Hospitalizations,New York State,2003-2005,"AgeGroup	",25-64,"Total	","	",.,51396,16.704,46.894
Hospitalizations,New York State,2003-2005,"AgeGroup	","5-14	","Gender	","F	",.,7646,20.325,6.976
Hospitalizations,New York State,2003-2005,"AgeGroup	","5-14	","Gender	","M	",.,11634,29.545,10.615
Hospitalizations,New York State,2003-2005,"AgeGroup	","5-14	","Total	","	",.,19280,25.04,17.591
Hospitalizations,New York State,2003-2005,"AgeGroup	","65+	","Gender	","F	",.,16413,36.965,14.975
Hospitalizations,New York State,2003-2005,"AgeGroup	","65+	","Gender	","M	",.,6078,20.105,5.546
Hospitalizations,New York State,2003-2005,"AgeGroup	","65+	","Total	","	",.,22491,30.135,20.521
Hospitalizations,New York State,2003-2005,"Month	","01	","Total	","	",.,11532,23.644,124
Hospitalizations,New York State,2003-2005,"Month	","02	","Total	","	",.,9963,22.349,117.212
Hospitalizations,New York State,2003-2005,"Month	","03	","Total	","	",.,11040,22.635,118.71
Hospitalizations,New York State,2003-2005,"Month	","04	","Total	","	",.,10282,21.784,114.244
Hospitalizations,New York State,2003-2005,"Month	","05	","Total	","	",.,11963,24.527,128.634
Hospitalizations,New York State,2003-2005,"Month	","06	","Total	","	",.,8741,18.519,97.122
Hospitalizations,New York State,2003-2005,"Month	","07	","Total	","	",.,6404,13.13,68.86
Hospitalizations,New York State,2003-2005,"Month	","08	","Total	","	",.,7512,15.402,80.774
Hospitalizations,New York State,2003-2005,"Month	","09	","Total	","	",.,10354,21.936,115.044
Hospitalizations,New York State,2003-2005,"Month	","10	","Total	","	",.,12182,24.976,130.989
Hospitalizations,New York State,2003-2005,"Month	","11	","Total	","	",.,11949,25.315,132.767
Hospitalizations,New York State,2003-2005,"Month	","12	","Total	","	",.,13611,27.906,146.355
Hospitalizations,New York State,2003-2005,"Total	","	","Total	","	",22.185,125533,21.839,114.537
Hospitalizations,New York State,"2004	","AgeGroup	","0-4	","Total	","	",.,8411,70.226,22.981
Hospitalizations,New York State,"2004	","AgeGroup	",15-19,"Total	","	",.,1241,9.248,3.391
Hospitalizations,New York State,"2004	","AgeGroup	",20-24,"Total	","	",.,988,7.534,2.699
Hospitalizations,New York State,"2004	","AgeGroup	",25-64,"Total	","	",.,16729,16.303,45.708
Hospitalizations,New York State,"2004	","AgeGroup	","5-14	","Total	","	",.,6441,25.051,17.598
Hospitalizations,New York State,"2004	","AgeGroup	","65+	","Total	","	",.,7515,30.202,20.533
Hospitalizations,New York State,"2004	","Month	","01	","Total	","	",.,3552,21.874,114.581
Hospitalizations,New York State,"2004	","Month	","02	","Total	","	",.,3372,22.198,116.276
Hospitalizations,New York State,"2004	","Month	","03	","Total	","	",.,3843,23.666,123.968
Hospitalizations,New York State,"2004	","Month	","04	","Total	","	",.,3440,21.891,114.667
Hospitalizations,New York State,"2004	","Month	","05	","Total	","	",.,3818,23.512,123.161
Hospitalizations,New York State,"2004	","Month	","06	","Total	","	",.,2747,17.481,91.567
Hospitalizations,New York State,"2004	","Month	","07	","Total	","	",.,1971,12.138,63.581
Hospitalizations,New York State,"2004	","Month	","08	","Total	","	",.,2234,13.758,72.065
Hospitalizations,New York State,"2004	","Month	","09	","Total	","	",.,3133,19.937,104.433
Hospitalizations,New York State,"2004	","Month	","10	","Total	","	",.,4216,25.963,136
Hospitalizations,New York State,"2004	","Month	","11	","Total	","	",.,4007,25.499,133.567
Hospitalizations,New York State,"2004	","Month	","12	","Total	","	",.,4992,30.742,161.032
Hospitalizations,New York State,"2004	","Total	","	","Total	","	",21.889,41325,21.555,112.91
Hospitalizations,New York State,2004-2006,"AgeGroup	","0-4	","Gender	","F	",.,8492,49.118,7.748
Hospitalizations,New York State,2004-2006,"AgeGroup	","0-4	","Gender	","M	",.,15070,83.235,13.75
Hospitalizations,New York State,2004-2006,"AgeGroup	","0-4	","Total	","	",.,23562,66.57,21.498
Hospitalizations,New York State,2004-2006,"AgeGroup	",15-19,"Gender	","F	",.,2132,10.709,1.945
Hospitalizations,New York State,2004-2006,"AgeGroup	",15-19,"Gender	","M	",.,1548,7.391,1.412
Hospitalizations,New York State,2004-2006,"AgeGroup	",15-19,"Total	","	",.,3680,9.008,3.358
Hospitalizations,New York State,2004-2006,"AgeGroup	",20-24,"Gender	","F	",.,1877,9.601,1.713
Hospitalizations,New York State,2004-2006,"AgeGroup	",20-24,"Gender	","M	",.,953,4.769,0.87
Hospitalizations,New York State,2004-2006,"AgeGroup	",20-24,"Total	","	",.,2830,7.158,2.582
Hospitalizations,New York State,2004-2006,"AgeGroup	",25-64,"Gender	","F	",.,34598,21.792,31.568
Hospitalizations,New York State,2004-2006,"AgeGroup	",25-64,"Gender	","M	",.,14857,9.945,13.556
Hospitalizations,New York State,2004-2006,"AgeGroup	",25-64,"Total	","	",.,49456,16.049,45.124
Hospitalizations,New York State,2004-2006,"AgeGroup	","5-14	","Gender	","F	",.,7054,19.138,6.436
Hospitalizations,New York State,2004-2006,"AgeGroup	","5-14	","Gender	","M	",.,10753,27.893,9.811
Hospitalizations,New York State,2004-2006,"AgeGroup	","5-14	","Total	","	",.,17807,23.614,16.247
Hospitalizations,New York State,2004-2006,"AgeGroup	","65+	","Gender	","F	",.,16469,37.131,15.026
Hospitalizations,New York State,2004-2006,"AgeGroup	","65+	","Gender	","M	",.,6163,20.278,5.623
Hospitalizations,New York State,2004-2006,"AgeGroup	","65+	","Total	","	",.,22632,30.279,20.65
Hospitalizations,New York State,2004-2006,"Month	","01	","Total	","	",.,11396,23.394,122.538
Hospitalizations,New York State,2004-2006,"Month	","02	","Total	","	",.,10233,22.983,120.388
Hospitalizations,New York State,2004-2006,"Month	","03	","Total	","	",.,11119,22.825,119.559
Hospitalizations,New York State,2004-2006,"Month	","04	","Total	","	",.,9940,21.085,110.444
Hospitalizations,New York State,2004-2006,"Month	","05	","Total	","	",.,11755,24.131,126.398
Hospitalizations,New York State,2004-2006,"Month	","06	","Total	","	",.,7929,16.819,88.1
Hospitalizations,New York State,2004-2006,"Month	","07	","Total	","	",.,6040,12.399,64.946
Hospitalizations,New York State,2004-2006,"Month	","08	","Total	","	",.,6224,12.777,66.925
Hospitalizations,New York State,2004-2006,"Month	","09	","Total	","	",.,9748,20.678,108.311
Hospitalizations,New York State,2004-2006,"Month	","10	","Total	","	",.,11961,24.554,128.613
Hospitalizations,New York State,2004-2006,"Month	","11	","Total	","	",.,11556,24.513,128.4
Hospitalizations,New York State,2004-2006,"Month	","12	","Total	","	",.,12066,24.769,129.742
Hospitalizations,New York State,2004-2006,"Total	","	","Total	","	",21.226,119967,20.897,109.459
Hospitalizations,New York State,"2005	","AgeGroup	","0-4	","Total	","	",.,7465,63.223,20.452
Hospitalizations,New York State,"2005	","AgeGroup	",15-19,"Total	","	",.,1195,8.757,3.274
Hospitalizations,New York State,"2005	","AgeGroup	",20-24,"Total	","	",.,920,6.985,2.521
Hospitalizations,New York State,"2005	","AgeGroup	",25-64,"Total	","	",.,16165,15.743,44.288
Hospitalizations,New York State,"2005	","AgeGroup	","5-14	","Total	","	",.,5754,22.945,15.764
Hospitalizations,New York State,"2005	","AgeGroup	","65+	","Total	","	",.,7505,30.091,20.562
Hospitalizations,New York State,"2005	","Month	","01	","Total	","	",.,4294,26.425,138.516
Hospitalizations,New York State,"2005	","Month	","02	","Total	","	",.,3470,23.642,123.929
Hospitalizations,New York State,"2005	","Month	","03	","Total	","	",.,3417,21.028,110.226
Hospitalizations,New York State,"2005	","Month	","04	","Total	","	",.,3288,20.909,109.6
Hospitalizations,New York State,"2005	","Month	","05	","Total	","	",.,3908,24.05,126.065
Hospitalizations,New York State,"2005	","Month	","06	","Total	","	",.,2625,16.693,87.5
Hospitalizations,New York State,"2005	","Month	","07	","Total	","	",.,2012,12.382,64.903
Hospitalizations,New York State,"2005	","Month	","08	","Total	","	",.,1979,12.179,63.839
Hospitalizations,New York State,"2005	","Month	","09	","Total	","	",.,2799,17.799,93.3
Hospitalizations,New York State,"2005	","Month	","10	","Total	","	",.,3879,23.871,125.129
Hospitalizations,New York State,"2005	","Month	","11	","Total	","	",.,3849,24.476,128.3
Hospitalizations,New York State,"2005	","Month	","12	","Total	","	",.,3484,21.441,112.387
Hospitalizations,New York State,"2005	","Total	","	","Total	","	",20.687,39004,20.386,106.86
Hospitalizations,New York State,2005-2007,"AgeGroup	","0-4	","Gender	","F	",.,7913,46.287,7.226
Hospitalizations,New York State,2005-2007,"AgeGroup	","0-4	","Gender	","M	",.,14041,78.475,12.823
Hospitalizations,New York State,2005-2007,"AgeGroup	","0-4	","Total	","	",.,21954,62.748,20.049
Hospitalizations,New York State,2005-2007,"AgeGroup	",15-19,"Gender	","F	",.,2049,10.176,1.871
Hospitalizations,New York State,2005-2007,"AgeGroup	",15-19,"Gender	","M	",.,1557,7.352,1.422
Hospitalizations,New York State,2005-2007,"AgeGroup	",15-19,"Total	","	",.,3606,8.728,3.293
Hospitalizations,New York State,2005-2007,"AgeGroup	",20-24,"Gender	","F	",.,1864,9.461,1.702
Hospitalizations,New York State,2005-2007,"AgeGroup	",20-24,"Gender	","M	",.,894,4.435,0.816
Hospitalizations,New York State,2005-2007,"AgeGroup	",20-24,"Total	","	",.,2758,6.919,2.519
Hospitalizations,New York State,2005-2007,"AgeGroup	",25-64,"Gender	","F	",.,34217,21.53,31.248
Hospitalizations,New York State,2005-2007,"AgeGroup	",25-64,"Gender	","M	",.,14761,9.863,13.48
Hospitalizations,New York State,2005-2007,"AgeGroup	",25-64,"Total	","	",.,48980,15.872,44.731
Hospitalizations,New York State,2005-2007,"AgeGroup	","5-14	","Gender	","F	",.,6604,18.277,6.031
Hospitalizations,New York State,2005-2007,"AgeGroup	","5-14	","Gender	","M	",.,9881,26.159,9.024
Hospitalizations,New York State,2005-2007,"AgeGroup	","5-14	","Total	","	",.,16485,22.306,15.055
Hospitalizations,New York State,2005-2007,"AgeGroup	","65+	","Gender	","F	",.,16333,36.775,14.916
Hospitalizations,New York State,2005-2007,"AgeGroup	","65+	","Gender	","M	",.,6306,20.59,5.759
Hospitalizations,New York State,2005-2007,"AgeGroup	","65+	","Total	","	",.,22639,30.17,20.675
Hospitalizations,New York State,2005-2007,"Month	","01	","Total	","	",.,11365,23.325,122.204
Hospitalizations,New York State,2005-2007,"Month	","02	","Total	","	",.,9962,22.636,118.595
